id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/11/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/16/value,qualifier/17/value
2809952697,41,1,1,2,57,2iwybwokic7nmr1t33abdbjoq,1,42.8,25.3,2025-05-04T01:10:32.320Z,2025-05-04T01:10:34Z,e23yyl43xtcve09dx234uuj8,A. Essengue,,,5700670171,56,Back,5700670181,213,5.16,5700670175,140,46.5,5700670179,212,9.0,5700670177,141,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809952751,42,1,1,2,59,2iwybwokic7nmr1t33abdbjoq,1,46.5,13.4,2025-05-04T01:10:34.481Z,2025-05-04T01:10:38Z,6ahu72g0u39bxbjiz7ggefai1,N. Okello,,,5700670493,56,Right,5700670497,141,2.9,5700670499,212,14.8,5700670495,140,58.8,5700670501,213,5.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809952891,43,1,1,3,3,2iwybwokic7nmr1t33abdbjoq,1,63.4,27.7,2025-05-04T01:10:37.888Z,2025-05-04T01:10:45Z,9xjixcn3jhf7m75dl49u0qe7e,C. Smith,,,5700671257,141,59.9,5700671259,212,22.0,5700671261,213,1.49,5700671255,140,65.1,5700671251,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809952805,25,83,1,3,6,ak0rmms5xl49w57i2rvid1tk9,0,38.7,52.8,2025-05-04T01:10:41.040Z,2025-05-04T01:10:50Z,rtca480n5ehey5ffvt8nudck,H. Endeley,,,5700671677,399,74bhj4xi5zgq6evsr4c766p04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809952947,44,1,1,3,10,2iwybwokic7nmr1t33abdbjoq,1,58.3,35.3,2025-05-04T01:10:45.305Z,2025-05-04T01:10:48Z,74bhj4xi5zgq6evsr4c766p04,H. Avayevu,,,5700671569,56,Right,5700671571,140,55.5,5700671573,141,11.8,5700671577,213,4.53,5700671575,212,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809952961,45,1,1,3,13,2iwybwokic7nmr1t33abdbjoq,0,56.0,11.9,2025-05-04T01:10:48.738Z,2025-05-04T01:10:52Z,6ahu72g0u39bxbjiz7ggefai1,N. Okello,,,5700671831,196,,5700671651,141,90.0,5700671655,213,1.16,5700671645,155,,5700671833,1,,5700671649,140,78.2,5700671647,56,Left,5700671653,212,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809953053,26,12,1,3,17,ak0rmms5xl49w57i2rvid1tk9,1,20.7,13.5,2025-05-04T01:10:52.047Z,2025-05-04T07:28:39Z,2h53fzt0ubszmkuwfnez8n622,A. Ward,,,5700672191,212,13.8,5700672193,213,5.72,5700672189,141,2.6,5700672187,140,31.8,5701322521,15,,5700672185,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809953085,46,61,1,3,22,2iwybwokic7nmr1t33abdbjoq,1,69.8,93.8,2025-05-04T01:10:57.033Z,2025-05-04T01:10:57Z,6naqq6f6acfec3zh2msuxrmqd,D. Formella,,,5700672385,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809953143,47,1,1,3,24,2iwybwokic7nmr1t33abdbjoq,1,58.9,83.9,2025-05-04T01:10:58.841Z,2025-05-04T01:11:00Z,3csngjh4kjgpkfayppiwfbw2c,B. Montgomery,,,5700672737,212,7.8,5700672739,213,3.64,5700672733,140,52.4,5700672731,56,Center,5700672735,141,78.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809953157,48,1,1,3,25,2iwybwokic7nmr1t33abdbjoq,1,52.4,78.5,2025-05-04T01:11:00.681Z,2025-05-04T01:11:01Z,39jhew6iao7uriko5shx2tnje,J. Scearce,,,5700672791,140,60.2,5700672793,141,81.2,5700672789,56,Left,5700672797,213,0.22,5700672795,212,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809953165,49,1,1,3,26,2iwybwokic7nmr1t33abdbjoq,1,60.2,81.2,2025-05-04T01:11:01.472Z,2025-05-04T01:11:04Z,74bhj4xi5zgq6evsr4c766p04,H. Avayevu,,,5700672851,212,19.8,5700672847,140,42.4,5700672849,141,90.8,5700672853,213,2.81,5700672897,156,,5700672845,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809953237,50,1,1,3,29,2iwybwokic7nmr1t33abdbjoq,1,41.3,88.4,2025-05-04T01:11:04.161Z,2025-05-04T01:11:06Z,3csngjh4kjgpkfayppiwfbw2c,B. Montgomery,,,5700673219,141,47.9,5700673217,140,32.8,5700673215,56,Back,5700673221,212,29.0,5700673223,213,4.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809953285,51,1,1,3,31,2iwybwokic7nmr1t33abdbjoq,1,32.8,47.9,2025-05-04T01:11:06.768Z,2025-05-04T01:11:09Z,e23yyl43xtcve09dx234uuj8,A. Essengue,,,5700673435,212,12.2,5700673427,140,43.3,5700673423,56,Back,5700673431,141,40.1,5700673439,213,5.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809953321,52,1,1,3,34,2iwybwokic7nmr1t33abdbjoq,0,42.5,37.3,2025-05-04T01:11:08.825Z,2025-05-04T01:15:23Z,6ahu72g0u39bxbjiz7ggefai1,N. Okello,,,5700673657,140,65.8,5700673665,212,25.2,5700673653,56,Center,5700673669,213,6.05,5700673661,141,28.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809953331,28,1,1,3,36,ak0rmms5xl49w57i2rvid1tk9,1,25.6,70.6,2025-05-04T01:11:11.272Z,2025-05-04T01:11:13Z,b9lt0sfts2zxf2ali8vpf0pn9,D. Lacroix,,,5700673733,140,43.0,5700673731,56,Back,5700673739,213,0.40,5700673737,212,19.8,5700673735,141,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809953329,53,43,1,3,37,2iwybwokic7nmr1t33abdbjoq,1,0.0,0.0,2025-05-04T01:11:12.192Z,2025-05-04T01:15:19Z,9xjixcn3jhf7m75dl49u0qe7e,C. Smith,,,5700694553,144,61,5700673727,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809953409,29,1,1,3,37,ak0rmms5xl49w57i2rvid1tk9,1,43.0,82.0,2025-05-04T01:11:12.639Z,2025-05-04T01:11:20Z,cfx7vo0kbjvcly2nf1b7papsk,Y. Hanya,,,5700674213,212,19.8,5700674211,141,95.0,5700674215,213,0.46,5700674207,56,Left,5700674209,140,59.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809953445,30,1,1,3,44,ak0rmms5xl49w57i2rvid1tk9,1,84.3,63.1,2025-05-04T01:11:19.807Z,2025-05-04T01:11:22Z,cnqxbvy77blk2ulx06t65it49,A. Fontana,,,5700674433,212,7.3,5700674431,141,52.7,5700674429,140,85.9,5700674427,56,Center,5700674435,213,4.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809953475,31,1,1,3,47,ak0rmms5xl49w57i2rvid1tk9,1,85.9,52.7,2025-05-04T01:11:22.102Z,2025-05-04T01:11:32Z,6eqvj5hboqw5c21ofhsgo4p9l,M. Micaletto,1.0,,5700674585,140,88.2,5700675273,154,,5700674583,56,Center,5700674589,212,2.6,5700674587,141,54.3,5700675271,210,15,5700674591,213,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809953479,32,15,1,3,49,ak0rmms5xl49w57i2rvid1tk9,1,91.1,58.3,2025-05-04T01:11:24.279Z,2025-05-04T03:48:06Z,cnqxbvy77blk2ulx06t65it49,A. Fontana,,,5700674991,20,,5700675317,55,31,5700675331,231,52.5,5700674997,82,,5700675325,146,92.5,5700675329,230,98.2,5700675323,103,19,5700675313,29,,5700675315,154,,5700675321,102,49.3,5700674619,17,,5701074529,23,5700674621,56,Center,5700675363,233,54,5700675327,147,56.9,5701074531,78,,,,,,,,
2809953489,54,10,1,3,49,2iwybwokic7nmr1t33abdbjoq,1,9.3,41.5,2025-05-04T01:11:24.379Z,2025-05-04T01:11:33Z,e23yyl43xtcve09dx234uuj8,A. Essengue,,,5700675385,233,32,5700674659,94,,5700674661,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809953547,55,1,1,3,52,2iwybwokic7nmr1t33abdbjoq,1,16.3,32.6,2025-05-04T01:11:27.313Z,2025-05-04T01:13:07Z,39jhew6iao7uriko5shx2tnje,J. Scearce,,,5700674957,140,17.1,5700674959,141,10.6,5700674955,56,Back,5700674961,212,15.0,5700674963,213,4.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809953569,57,1,1,3,53,2iwybwokic7nmr1t33abdbjoq,1,17.1,10.6,2025-05-04T01:11:28.777Z,2025-05-04T01:11:30Z,9xjixcn3jhf7m75dl49u0qe7e,C. Smith,,,5700675105,212,10.6,5700675099,56,Back,5700675103,141,10.6,5700675107,213,0.00,5700675101,140,27.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809953619,33,45,1,3,55,ak0rmms5xl49w57i2rvid1tk9,0,60.8,87.5,2025-05-04T01:11:29.889Z,2025-05-04T03:25:54Z,b9lt0sfts2zxf2ali8vpf0pn9,D. Lacroix,,,5700675391,56,Left,5700675393,285,,5700675461,233,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809953617,58,3,1,3,55,2iwybwokic7nmr1t33abdbjoq,1,39.2,12.5,2025-05-04T01:11:29.889Z,2025-05-04T07:29:55Z,6dpxvfpnaua6y4gevop02qc8a,J. Margaritha,,,5700675373,56,Back,5700675433,286,,5701325673,465,,5700675427,233,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809953699,59,2,1,3,58,2iwybwokic7nmr1t33abdbjoq,1,46.9,21.1,2025-05-04T01:11:33.240Z,2025-05-04T07:30:02Z,6dpxvfpnaua6y4gevop02qc8a,J. Margaritha,,,5700675881,56,Right,5700675879,7,c0of0cn2tec0yn2vtwdqgxxpl,5700675835,140,59.4,5700675837,141,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809954125,35,1,1,4,25,ak0rmms5xl49w57i2rvid1tk9,1,44.3,67.5,2025-05-04T01:12:00.510Z,2025-05-04T07:31:00Z,dqekbs06e79n3vapj437pwyc,G. Metusala,,,5700678173,56,Back,5700678179,212,40.8,5700678177,141,8.0,5700678185,1,,5700678175,140,39.5,5700678169,5,,5700678181,213,4.59,5700678171,241,,5700879395,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809991435,382,43,1,4,31,ak0rmms5xl49w57i2rvid1tk9,1,0.0,0.0,2025-05-04T01:12:05.817Z,2025-05-04T07:32:12Z,7i29w1zl3m6xdnurdll08jsvd,M. Mahoney,,,5700879863,140,34.8,5701330285,144,1,5700879869,212,26.9,5700879865,141,11.6,5700879873,213,4.82,5700880245,189,0,5700879859,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809954205,36,1,1,4,32,ak0rmms5xl49w57i2rvid1tk9,1,42.6,5.6,2025-05-04T01:12:07.053Z,2025-05-04T07:31:24Z,2h53fzt0ubszmkuwfnez8n622,A. Ward,,,5700678585,212,7.4,5700678587,213,2.50,5700678583,141,12.1,5700678579,56,Back,5700678581,140,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809954221,37,1,1,4,36,ak0rmms5xl49w57i2rvid1tk9,1,39.8,17.3,2025-05-04T01:12:11.583Z,2025-05-04T02:08:25Z,drbcpa8qvrgin42q3it10nieh,Z. Zandi,,,5700678679,213,2.62,5700678677,212,9.3,5700678671,56,Back,5700678673,140,32.1,5700678675,141,24.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809954253,38,1,1,4,37,ak0rmms5xl49w57i2rvid1tk9,1,32.1,24.1,2025-05-04T01:12:12.398Z,2025-05-04T02:08:26Z,7i29w1zl3m6xdnurdll08jsvd,M. Mahoney,,,5700678851,140,40.2,5700678855,212,12.1,5700678849,56,Back,5700678857,213,5.49,5700678853,141,11.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809954275,39,1,1,4,39,ak0rmms5xl49w57i2rvid1tk9,0,40.2,11.4,2025-05-04T01:12:14.286Z,2025-05-04T02:08:34Z,2h53fzt0ubszmkuwfnez8n622,A. Ward,,,5700678995,1,,5700678985,56,Center,5700678983,155,,5700678993,213,0.27,5700678989,141,31.8,5700678987,140,88.4,5700678991,212,52.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809954305,60,52,1,4,42,2iwybwokic7nmr1t33abdbjoq,1,11.4,68.0,2025-05-04T01:12:16.914Z,2025-05-04T07:30:50Z,7y56spdjsagw833hgo5ranvf9,P. Rakovsky,,,5701327767,377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809954543,62,1,1,4,51,2iwybwokic7nmr1t33abdbjoq,1,9.8,54.2,2025-05-04T01:12:26.728Z,2025-05-04T01:12:32Z,7y56spdjsagw833hgo5ranvf9,P. Rakovsky,,,5700680391,213,5.34,5700680385,140,21.1,5700680383,56,Back,5700680387,141,30.1,5700680389,212,20.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809954565,63,1,1,4,57,2iwybwokic7nmr1t33abdbjoq,1,24.7,23.6,2025-05-04T01:12:32.336Z,2025-05-04T01:12:34Z,e23yyl43xtcve09dx234uuj8,A. Essengue,,,5700680503,213,0.03,5700680501,212,24.5,5700680495,56,Back,5700680497,140,48.0,5700680499,141,24.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809954567,64,61,1,4,59,2iwybwokic7nmr1t33abdbjoq,0,48.0,24.5,2025-05-04T01:12:34.425Z,2025-05-04T01:12:35Z,6dpxvfpnaua6y4gevop02qc8a,J. Margaritha,,,5700680515,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809954591,41,1,1,5,0,ak0rmms5xl49w57i2rvid1tk9,1,42.9,82.4,2025-05-04T01:12:35.716Z,2025-05-04T01:12:36Z,b9lt0sfts2zxf2ali8vpf0pn9,D. Lacroix,,,5700680645,56,Back,5700680649,141,73.6,5700680647,140,34.9,5700680653,213,3.76,5700680651,212,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809954597,42,1,1,5,1,ak0rmms5xl49w57i2rvid1tk9,1,34.9,73.6,2025-05-04T01:12:36.534Z,2025-05-04T01:12:37Z,dqekbs06e79n3vapj437pwyc,G. Metusala,,,5700680685,56,Back,5700680693,213,0.34,5700680691,212,9.2,5700680689,141,78.1,5700680687,140,43.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809954623,43,1,1,5,2,ak0rmms5xl49w57i2rvid1tk9,1,43.2,78.1,2025-05-04T01:12:37.317Z,2025-05-04T01:12:39Z,cnqxbvy77blk2ulx06t65it49,A. Fontana,,,5700680889,56,Back,5700680891,140,41.4,5700680897,212,12.5,5700680899,213,1.72,5700680895,141,96.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809954691,44,2,1,5,4,ak0rmms5xl49w57i2rvid1tk9,1,41.3,94.2,2025-05-04T01:12:39.133Z,2025-05-04T07:32:41Z,b9lt0sfts2zxf2ali8vpf0pn9,D. Lacroix,,,5700681311,141,76.1,5700682327,56,Center,5700682323,7,6eqvj5hboqw5c21ofhsgo4p9l,5700681309,140,63.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809954755,65,55,1,5,4,2iwybwokic7nmr1t33abdbjoq,1,19.2,49.1,2025-05-04T01:12:39.134Z,2025-05-04T07:32:48Z,74rnjizxzn5a0oag6sue0ja7e,C. Sainté,,,5701331497,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809955229,66,1,1,5,46,2iwybwokic7nmr1t33abdbjoq,1,22.1,36.4,2025-05-04T01:13:21Z,2025-05-04T01:25:45Z,e23yyl43xtcve09dx234uuj8,A. Essengue,,,5700684523,140,12.1,5700684527,212,12.3,5700684529,213,2.60,5700684525,141,45.7,5700711569,189,,5700684521,56,Back,5700684517,5,,5700684519,241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809955247,67,1,1,5,46,2iwybwokic7nmr1t33abdbjoq,1,19.2,40.9,2025-05-04T01:13:21.768Z,2025-05-04T07:33:21Z,7y56spdjsagw833hgo5ranvf9,P. Rakovsky,,,5700684579,56,Back,5700684589,213,1.42,5700684583,141,67.9,5701332413,189,,5700684585,212,18.6,5700684581,140,21.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809955265,68,1,1,5,47,2iwybwokic7nmr1t33abdbjoq,1,20.7,71.8,2025-05-04T01:13:22.506Z,2025-05-04T07:33:29Z,74rnjizxzn5a0oag6sue0ja7e,C. Sainté,,,5700684681,213,4.14,5700684673,56,Back,5700684679,212,22.1,5700684677,141,44.4,5700684675,140,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809955325,69,1,1,5,48,2iwybwokic7nmr1t33abdbjoq,1,6.8,49.3,2025-05-04T01:13:23.193Z,2025-05-04T01:13:26Z,7y56spdjsagw833hgo5ranvf9,P. Rakovsky,,,5700685011,140,1.9,5700685015,212,16.5,5700685009,56,Back,5700685013,141,72.3,5700685017,213,1.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809955361,70,12,1,5,51,2iwybwokic7nmr1t33abdbjoq,1,1.9,72.3,2025-05-04T01:13:26.768Z,2025-05-04T07:33:44Z,74rnjizxzn5a0oag6sue0ja7e,C. Sainté,,,5701333375,167,,5700685245,141,100.0,5700685237,56,Back,5700685241,140,11.6,5700685253,213,1.09,5700685249,212,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809955489,45,5,1,5,54,ak0rmms5xl49w57i2rvid1tk9,1,81.6,-1.2,2025-05-04T01:13:29.510Z,2025-05-04T03:36:02Z,6eqvj5hboqw5c21ofhsgo4p9l,M. Micaletto,,,5700685953,56,Right,5700686017,233,71,5700685955,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809955367,71,5,1,5,54,2iwybwokic7nmr1t33abdbjoq,0,18.4,101.2,2025-05-04T01:13:29.510Z,2025-05-04T03:36:02Z,74rnjizxzn5a0oag6sue0ja7e,C. Sainté,,,5700685283,56,Back,5700685287,347,,5700686057,233,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809955527,46,1,1,6,3,ak0rmms5xl49w57i2rvid1tk9,1,67.4,0.0,2025-05-04T01:13:38.164Z,2025-05-04T01:13:40Z,2h53fzt0ubszmkuwfnez8n622,A. Ward,,,5700686159,56,Right,5700686157,107,,5700686161,140,77.0,5700686165,212,14.6,5700686163,141,13.8,5700686167,213,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809955533,47,1,1,6,5,ak0rmms5xl49w57i2rvid1tk9,0,77.1,14.0,2025-05-04T01:13:40.084Z,2025-05-04T01:13:40Z,4ccmn07kk0thmg6apfxgivmc5,J. Dhillon,,,5700686195,140,80.5,5700686201,213,5.81,5700686191,3,,5700686193,56,Right,5700686197,141,11.3,5700686199,212,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809955577,48,61,1,6,6,ak0rmms5xl49w57i2rvid1tk9,0,82.2,14.0,2025-05-04T01:13:40.884Z,2025-05-04T02:09:39Z,rtca480n5ehey5ffvt8nudck,H. Endeley,,,5700686435,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809955631,72,1,1,6,6,2iwybwokic7nmr1t33abdbjoq,0,18.1,81.2,2025-05-04T01:13:40.984Z,2025-05-04T02:10:09Z,74rnjizxzn5a0oag6sue0ja7e,C. Sainté,,,5700885525,236,,5700885501,212,3.4,5700885529,233,383,5700885537,286,,5700885497,140,17.1,5700885499,141,85.9,5700686729,56,Back,5700885503,213,1.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809992171,383,74,1,6,6,ak0rmms5xl49w57i2rvid1tk9,1,83.2,16.0,2025-05-04T01:13:40.985Z,2025-05-04T02:10:09Z,rtca480n5ehey5ffvt8nudck,H. Endeley,,,5700885543,233,72,5700884063,56,Right,5700885433,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809955639,73,1,1,6,7,2iwybwokic7nmr1t33abdbjoq,1,18.8,80.8,2025-05-04T01:13:41.838Z,2025-05-04T01:23:13Z,74rnjizxzn5a0oag6sue0ja7e,C. Sainté,,,5700726357,141,88.1,5700726359,212,6.1,5700726353,56,Back,5700726355,140,22.1,5700726361,213,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809955725,74,1,1,6,8,2iwybwokic7nmr1t33abdbjoq,1,23.2,83.8,2025-05-04T01:13:42.975Z,2025-05-04T01:24:20Z,6naqq6f6acfec3zh2msuxrmqd,D. Formella,,,5700730091,140,17.7,5700730097,213,3.19,5700730093,141,83.4,5700730095,212,5.8,5700727505,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809955687,49,83,1,6,10,ak0rmms5xl49w57i2rvid1tk9,1,90.6,21.4,2025-05-04T01:13:45.348Z,2025-05-04T03:29:46Z,4ccmn07kk0thmg6apfxgivmc5,J. Dhillon,,,5700886631,399,3csngjh4kjgpkfayppiwfbw2c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809965751,179,61,1,6,11,2iwybwokic7nmr1t33abdbjoq,0,9.0,80.4,2025-05-04T01:13:46.347Z,2025-05-04T02:10:41Z,3csngjh4kjgpkfayppiwfbw2c,B. Montgomery,,,5700745245,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809955787,76,43,1,6,12,2iwybwokic7nmr1t33abdbjoq,1,0.0,0.0,2025-05-04T01:13:47.419Z,2025-05-04T02:10:39Z,3csngjh4kjgpkfayppiwfbw2c,B. Montgomery,,,5700687493,56,Back,5700886783,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809955689,50,6,1,6,13,ak0rmms5xl49w57i2rvid1tk9,1,97.4,31.2,2025-05-04T01:13:48.249Z,2025-05-04T03:25:31Z,rtca480n5ehey5ffvt8nudck,H. Endeley,,,5700687145,75,,5700746191,233,77,5700687143,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809955819,77,6,1,6,13,2iwybwokic7nmr1t33abdbjoq,0,2.6,68.8,2025-05-04T01:13:48.249Z,2025-05-04T07:34:56Z,3csngjh4kjgpkfayppiwfbw2c,B. Montgomery,,,5700687659,56,Back,5700746229,233,50,5700687661,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809956401,51,1,1,6,52,ak0rmms5xl49w57i2rvid1tk9,0,99.5,0.5,2025-05-04T01:14:27.115Z,2025-05-04T07:35:00Z,6eqvj5hboqw5c21ofhsgo4p9l,M. Micaletto,,,5700690723,140,95.8,5700690729,213,1.71,5700690727,212,29.0,5700690711,6,,5700690725,141,42.7,5700690715,155,,5700690709,2,,5700690721,56,Center,5700690719,224,,5701335959,20,,,,,,,,,,,,,,,,,,,,,,,,,
2809956411,78,44,1,6,55,2iwybwokic7nmr1t33abdbjoq,1,4.0,58.0,2025-05-04T01:14:30.451Z,2025-05-04T03:41:50Z,39jhew6iao7uriko5shx2tnje,J. Scearce,,,5700690765,285,,5700690879,233,52,5700690763,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809956409,52,44,1,6,55,ak0rmms5xl49w57i2rvid1tk9,0,96.0,42.0,2025-05-04T01:14:30.452Z,2025-05-04T03:41:50Z,dqekbs06e79n3vapj437pwyc,G. Metusala,,,5700690893,233,78,5700690755,286,,5700690753,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809956423,79,12,1,6,56,2iwybwokic7nmr1t33abdbjoq,1,3.6,59.3,2025-05-04T01:14:31.168Z,2025-05-04T01:32:49Z,39jhew6iao7uriko5shx2tnje,J. Scearce,,,5700690841,213,0.77,5700690851,15,,5700690839,212,18.5,5700690837,141,78.3,5700690833,56,Back,5700690835,140,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809956435,53,1,1,6,57,ak0rmms5xl49w57i2rvid1tk9,1,87.3,20.3,2025-05-04T01:14:32.292Z,2025-05-04T01:16:50Z,cnqxbvy77blk2ulx06t65it49,A. Fontana,,,5700690905,141,5.5,5700690901,56,Right,5700690903,140,82.0,5700690907,212,11.5,5700690909,213,4.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809956511,54,1,1,6,59,ak0rmms5xl49w57i2rvid1tk9,1,80.5,5.4,2025-05-04T01:14:34.707Z,2025-05-04T07:35:33Z,6eqvj5hboqw5c21ofhsgo4p9l,M. Micaletto,,,5700691295,140,86.2,5700691293,56,Center,5700691289,2,,5700691299,212,25.3,5700691297,141,41.5,5701337089,72,,5700691301,213,1.33,5701337087,223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809956517,55,1,1,7,2,ak0rmms5xl49w57i2rvid1tk9,0,87.7,41.0,2025-05-04T01:14:37.716Z,2025-05-04T07:35:52Z,rtca480n5ehey5ffvt8nudck,H. Endeley,,,5700691351,212,11.9,5700691353,213,1.06,5700691347,140,93.2,5700691349,141,56.3,5701337583,168,,5700691345,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
