id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/13/value
2803533299,389,1,1,44,25,kfq8fhwnmycbtad1u0fyefx0,1,67.8,16.7,2025-04-19T23:51:26.776Z,2025-04-19T23:51:28Z,9ij293r1mbtygl6v3u2s43i3u,M. Lyons,,5665278001,140,61.4,5665278003,141,25.5,5665278007,213,2.41,5665277999,56,Center,5665278005,212,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803533329,390,1,1,44,27,kfq8fhwnmycbtad1u0fyefx0,1,61.4,25.8,2025-04-19T23:51:28.288Z,2025-04-19T23:51:31Z,a8ngovgs2qfu5udzb97kelg16,E. Bryant,,5665278189,141,36.1,5665278187,140,44.9,5665278193,213,2.76,5665278191,212,18.7,5665278185,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803533345,391,1,1,44,30,kfq8fhwnmycbtad1u0fyefx0,1,44.8,36.0,2025-04-19T23:51:31.231Z,2025-04-19T23:51:33Z,1j010cibh247p8kjchww6ny3u,N. Gordon,,5665278285,212,13.8,5665278275,56,Center,5665278287,213,0.26,5665278279,140,57.5,5665278283,141,41.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803533381,392,1,1,44,31,kfq8fhwnmycbtad1u0fyefx0,1,60.0,37.1,2025-04-19T23:51:32.807Z,2025-04-19T23:51:36Z,9x7teazvqgbnj3pnam6rf2xgp,W. Fonguck,,5665278525,56,Back,5665278527,140,42.4,5665278531,212,18.5,5665278529,141,34.8,5665278535,213,3.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803533409,393,1,1,44,34,kfq8fhwnmycbtad1u0fyefx0,0,46.2,39.8,2025-04-19T23:51:35.999Z,2025-04-19T23:51:38Z,1j010cibh247p8kjchww6ny3u,N. Gordon,,5665278681,212,32.8,5665278673,155,,5665278679,141,71.2,5665278675,56,Center,5665278677,140,69.9,5665278715,213,0.71,5665278717,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803533451,369,1,1,44,38,ck22dnk93ng8ax7wonlff7yms,1,27.4,29.8,2025-04-19T23:51:39.459Z,2025-04-19T23:51:41Z,6pqyqf9v6g60ci7jjggalqsq1,J. Hafferty,,5665278891,3,,5665278899,140,37.8,5665278895,56,Back,5665278907,213,5.74,5665278905,212,12.8,5665278903,141,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803533591,371,1,1,44,43,ck22dnk93ng8ax7wonlff7yms,1,36.3,12.3,2025-04-19T23:51:44.226Z,2025-04-19T23:51:50Z,csx9pmpibyblftludnkd6j36x,M. Epps,,5665279625,212,9.5,5665279629,213,2.37,5665279617,140,29.8,5665279621,141,22.1,5665279613,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803533649,372,1,1,44,49,ck22dnk93ng8ax7wonlff7yms,1,29.7,26.7,2025-04-19T23:51:50.529Z,2025-04-19T23:51:54Z,6pqyqf9v6g60ci7jjggalqsq1,J. Hafferty,,5665279983,213,2.23,5665279981,212,17.9,5665279977,140,19.3,5665279975,56,Back,5665279979,141,47.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803533691,373,1,1,44,53,ck22dnk93ng8ax7wonlff7yms,1,19.1,47.6,2025-04-19T23:51:54.465Z,2025-04-19T23:51:56Z,16ndalf4kfr7e6rd9mwj7gfmc,K. Burks,,5665280195,213,5.85,5665280193,212,14.0,5665280187,56,Back,5665280191,141,38.9,5665280189,140,31.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803533753,374,1,1,44,55,ck22dnk93ng8ax7wonlff7yms,1,31.4,40.1,2025-04-19T23:51:56.657Z,2025-04-19T23:52:00Z,khvgxqohya7mawca1qx5q590,S. Djeffal,,5665280523,140,49.1,5665280539,213,0.14,5665280517,56,Back,5665280533,212,18.8,5665280527,141,43.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803533791,375,1,1,44,59,ck22dnk93ng8ax7wonlff7yms,1,46.3,34.8,2025-04-19T23:52:00.729Z,2025-04-19T23:52:03Z,bvmqiuxeyjf68mz3jbm6i295h,C. Burke,,5665280743,212,13.7,5665280745,213,4.61,5665280737,56,Back,5665280739,140,45.0,5665280741,141,14.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803533889,376,1,1,45,2,ck22dnk93ng8ax7wonlff7yms,1,43.1,12.6,2025-04-19T23:52:03.648Z,2025-04-19T23:52:10Z,csx9pmpibyblftludnkd6j36x,M. Epps,,5665281229,213,2.28,5665281225,141,27.9,5665281227,212,13.7,5665281223,140,34.6,5665281221,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803533959,377,1,1,45,8,ck22dnk93ng8ax7wonlff7yms,1,39.5,35.1,2025-04-19T23:52:09.889Z,2025-04-19T23:52:16Z,6pqyqf9v6g60ci7jjggalqsq1,J. Hafferty,,5665281589,141,53.3,5665281591,212,13.3,5665281587,140,34.8,5665281593,213,1.95,5665281583,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803534015,378,1,1,45,14,ck22dnk93ng8ax7wonlff7yms,1,36.6,56.1,2025-04-19T23:52:15.880Z,2025-04-19T23:52:19Z,16ndalf4kfr7e6rd9mwj7gfmc,K. Burks,,5665281859,212,12.8,5665281857,141,37.3,5665281855,140,36.3,5665281853,56,Back,5665281861,213,4.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803534021,379,70,1,45,18,ck22dnk93ng8ax7wonlff7yms,1,0.0,0.0,2025-04-19T23:52:19.548Z,2025-04-19T23:52:20Z,,,,5665281893,277,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803534117,380,1,1,45,21,ck22dnk93ng8ax7wonlff7yms,1,38.0,31.8,2025-04-19T23:52:22.993Z,2025-04-19T23:52:25Z,6pqyqf9v6g60ci7jjggalqsq1,J. Hafferty,,5665282379,141,12.2,5665282375,56,Right,5665282377,140,62.9,5665282381,212,29.3,5665282383,213,5.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803534157,381,1,1,45,24,ck22dnk93ng8ax7wonlff7yms,1,68.3,10.1,2025-04-19T23:52:25.785Z,2025-04-19T23:52:28Z,csx9pmpibyblftludnkd6j36x,M. Epps,,5665282597,1,,5665282595,213,1.07,5665282585,56,Center,5665282593,212,46.0,5665282587,140,89.3,5665282581,155,,5665282591,141,69.4,5665282579,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803534163,382,1,1,45,27,ck22dnk93ng8ax7wonlff7yms,0,91.7,80.8,2025-04-19T23:52:28.400Z,2025-04-19T23:52:29Z,2wj1w4opn7f0jyz1ps6ebvc6i,K. Sargeant,,5665282629,140,91.9,5665282633,212,19.1,5665282631,141,52.7,5665282627,56,Center,5665282623,2,,5665282635,213,4.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803534213,396,12,1,45,30,kfq8fhwnmycbtad1u0fyefx0,1,7.2,64.5,2025-04-19T23:52:31.535Z,2025-04-19T23:55:06Z,b32tamno8dpk5te2oq7d9a6t,C. Guzmán,,5665282983,167,,5665282901,213,4.23,5665282895,140,0.0,5665282897,141,40.1,5665282899,212,18.7,5665282893,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803534193,383,6,1,45,31,ck22dnk93ng8ax7wonlff7yms,1,97.6,57.2,2025-04-19T23:52:32.232Z,2025-04-20T01:54:17Z,2wj1w4opn7f0jyz1ps6ebvc6i,K. Sargeant,,5665283097,233,397,5665282879,73,,5665282877,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803534223,397,6,1,45,31,kfq8fhwnmycbtad1u0fyefx0,0,2.4,42.8,2025-04-19T23:52:32.232Z,2025-04-20T01:54:18Z,b32tamno8dpk5te2oq7d9a6t,C. Guzmán,,5665283135,233,383,5665283079,73,,5665283077,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803534831,384,1,1,46,16,ck22dnk93ng8ax7wonlff7yms,1,99.5,99.5,2025-04-19T23:53:17.855Z,2025-04-19T23:53:28Z,khvgxqohya7mawca1qx5q590,S. Djeffal,,5665286405,213,4.47,5665286407,1,,5665286391,6,,5665286395,223,,5665286401,141,48.4,5665286397,56,Center,5665286403,212,35.8,5665286389,2,,5665286393,155,,5665286399,140,91.2,,,,,,,,,,,,,,,,,,,,,,,
2803534841,398,4,1,46,21,kfq8fhwnmycbtad1u0fyefx0,1,10.4,51.5,2025-04-19T23:53:22.745Z,2025-04-19T23:53:29Z,1j010cibh247p8kjchww6ny3u,N. Gordon,,5665286457,56,Back,5665286455,13,,5665286459,152,,5665286519,233,385,5665286743,294,,5665286467,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803534839,385,4,1,46,21,ck22dnk93ng8ax7wonlff7yms,0,89.6,48.5,2025-04-19T23:53:22.746Z,2025-04-19T23:53:49Z,16ndalf4kfr7e6rd9mwj7gfmc,K. Burks,,5665286489,56,Center,5665286551,233,398,5665286485,13,,5665288071,55,386,5665286487,294,,5665286493,286,,5665286491,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803535023,386,17,1,46,25,ck22dnk93ng8ax7wonlff7yms,1,0.0,0.0,2025-04-19T23:53:27Z,2025-04-19T23:53:48Z,16ndalf4kfr7e6rd9mwj7gfmc,K. Burks,,5665288039,55,385,5665287413,13,243,5665287411,392,,5665287409,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803535397,400,43,1,47,0,kfq8fhwnmycbtad1u0fyefx0,1,0.0,0.0,2025-04-19T23:54:02.094Z,2025-04-19T23:54:37Z,isauuse3yqdwymvfne6ci385,Nico Campuzano,,5665289187,189,0,5665289171,141,72.4,5665289165,152,0,5665291605,144,1,5665289167,56,Back,5665289175,213,0.56,5665289163,5,0,5665289169,140,24.6,5665289173,212,14.1,,,,,,,,,,,,,,,,,,,,,,,,,,
2803535555,401,43,1,47,4,kfq8fhwnmycbtad1u0fyefx0,1,0.0,0.0,2025-04-19T23:54:05.358Z,2025-04-19T23:54:38Z,b32tamno8dpk5te2oq7d9a6t,C. Guzmán,,5665289989,141,58.2,5665289987,140,14.7,5665289993,213,3.89,5665289985,56,Back,5665289991,212,14.2,5665291699,144,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803535635,402,1,1,47,17,kfq8fhwnmycbtad1u0fyefx0,1,13.2,59.4,2025-04-19T23:54:18.375Z,2025-04-19T23:54:41Z,isauuse3yqdwymvfne6ci385,Nico Campuzano,,5665290383,140,63.9,5665290389,213,0.23,5665290387,212,54.7,5665290385,141,78.1,5665291879,152,,5665290381,56,Center,5665291877,5,,5665290379,157,,5665290391,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803535633,387,30,1,47,20,ck22dnk93ng8ax7wonlff7yms,1,0.0,0.0,2025-04-19T23:54:21.999Z,2025-04-19T23:54:22Z,,,,5665290375,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803535647,403,30,1,47,20,kfq8fhwnmycbtad1u0fyefx0,1,0.0,0.0,2025-04-19T23:54:21.999Z,2025-04-19T23:54:23Z,,,,5665290451,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803545913,390,32,2,45,0,ck22dnk93ng8ax7wonlff7yms,1,0.0,0.0,2025-04-20T00:10:37.698Z,2025-04-20T00:10:41Z,,,,5665349297,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803545909,414,32,2,45,0,kfq8fhwnmycbtad1u0fyefx0,1,0.0,0.0,2025-04-20T00:10:37.698Z,2025-04-20T00:10:37Z,,,,5665349277,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803545967,415,1,2,45,0,kfq8fhwnmycbtad1u0fyefx0,1,49.9,50.1,2025-04-20T00:10:37.699Z,2025-04-20T00:10:44Z,5gc4aouty93b7kbin9cpgrdre,A. Søjberg,,5665349583,140,22.8,5665349589,213,2.94,5665349585,141,58.5,5665349587,212,29.0,5665349593,279,S,5665349581,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803545999,416,1,2,45,6,kfq8fhwnmycbtad1u0fyefx0,1,24.8,59.4,2025-04-20T00:10:43.921Z,2025-04-20T00:10:48Z,isauuse3yqdwymvfne6ci385,Nico Campuzano,,5665349829,56,Back,5665349833,141,72.1,5665349831,140,29.8,5665349835,212,10.1,5665349837,213,1.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803546041,417,1,2,45,10,kfq8fhwnmycbtad1u0fyefx0,1,31.8,78.1,2025-04-20T00:10:48.193Z,2025-04-20T00:10:52Z,b32tamno8dpk5te2oq7d9a6t,C. Guzmán,,5665350045,141,51.8,5665350047,212,25.2,5665350049,213,3.93,5665350043,140,14.9,5665350041,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803546085,418,1,2,45,14,kfq8fhwnmycbtad1u0fyefx0,1,14.3,49.7,2025-04-20T00:10:52.483Z,2025-04-20T00:10:55Z,isauuse3yqdwymvfne6ci385,Nico Campuzano,,5665350281,56,Back,5665350279,155,,5665350283,140,27.1,5665350287,212,22.3,5665350285,141,23.6,5665350289,213,5.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803546123,419,1,2,45,17,kfq8fhwnmycbtad1u0fyefx0,1,28.0,20.4,2025-04-20T00:10:55.089Z,2025-04-20T00:10:58Z,9ij293r1mbtygl6v3u2s43i3u,M. Lyons,,5665350477,213,0.18,5665350475,212,31.0,5665350471,140,57.0,5665350469,56,Center,5665350473,141,28.6,5665350467,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803546135,420,1,2,45,20,kfq8fhwnmycbtad1u0fyefx0,0,61.3,32.5,2025-04-20T00:10:58.095Z,2025-04-20T00:10:58Z,ewibb8s7p2l6f5sekvkqu4a5m,A. Rebollar,,5665350555,213,0.44,5665350547,56,Center,5665350551,141,42.7,5665350549,140,75.2,5665350553,212,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803546171,392,1,2,45,22,ck22dnk93ng8ax7wonlff7yms,1,24.4,51.2,2025-04-20T00:11:00.471Z,2025-04-20T00:11:02Z,6pqyqf9v6g60ci7jjggalqsq1,J. Hafferty,,5665350761,140,29.2,5665350763,141,66.4,5665350759,56,Back,5665350767,213,1.12,5665350765,212,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803546189,393,1,2,45,24,ck22dnk93ng8ax7wonlff7yms,1,29.3,66.1,2025-04-20T00:11:01.822Z,2025-04-20T00:11:03Z,2l6v8ab245wzmb1litvkir1ii,G. Gibert,,5665350825,56,Back,5665350827,140,38.2,5665350831,212,9.7,5665350829,141,69.7,5665350833,213,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803546225,394,1,2,45,25,ck22dnk93ng8ax7wonlff7yms,1,38.1,69.6,2025-04-20T00:11:03.158Z,2025-04-20T00:11:06Z,chiwsyjdyk4sn4vxqu9mdr0x6,Braudílio Rodrigues,,5665351011,213,4.17,5665351005,140,30.9,5665351007,141,51.3,5665351009,212,14.6,5665351003,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803546277,395,1,2,45,28,ck22dnk93ng8ax7wonlff7yms,1,29.3,49.3,2025-04-20T00:11:05.935Z,2025-04-20T00:11:10Z,2yflerah2shma2hzhm99msez9,S. Williams,,5665351351,213,5.50,5665351349,212,12.3,5665351347,141,36.6,5665351345,140,37.6,5665351343,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803546361,396,1,2,45,32,ck22dnk93ng8ax7wonlff7yms,1,42.8,36.9,2025-04-20T00:11:10.485Z,2025-04-20T00:11:15Z,khvgxqohya7mawca1qx5q590,S. Djeffal,,5665351741,56,Center,5665351751,213,6.26,5665351749,212,23.2,5665351747,141,36.1,5665351745,140,64.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803546373,397,4,2,45,37,ck22dnk93ng8ax7wonlff7yms,1,65.9,32.2,2025-04-20T00:11:15.397Z,2025-04-20T01:54:26Z,1b9b97pxox77ia41cilqqm4iy,Nick Firmino,,5665351843,152,,5665351841,56,Center,5665351845,265,,5665351847,286,,5665351963,233,421,5665351839,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803546383,421,4,2,45,37,kfq8fhwnmycbtad1u0fyefx0,0,34.1,67.8,2025-04-20T00:11:15.398Z,2025-04-20T01:54:27Z,9x7teazvqgbnj3pnam6rf2xgp,W. Fonguck,,5665351923,265,,5665351925,285,,5665351915,13,,5665351919,56,Back,5665352091,233,397,5665351921,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803546673,398,1,2,45,53,ck22dnk93ng8ax7wonlff7yms,1,61.1,31.8,2025-04-20T00:11:31.669Z,2025-04-20T00:11:36Z,khvgxqohya7mawca1qx5q590,S. Djeffal,,5665353459,213,1.72,5665353455,141,52.8,5665353457,212,14.4,5665353453,140,59.0,5665353449,152,,5665353447,5,,5665353451,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803546747,399,1,2,45,58,ck22dnk93ng8ax7wonlff7yms,1,60.4,55.4,2025-04-20T00:11:36.253Z,2025-04-20T00:11:41Z,2yflerah2shma2hzhm99msez9,S. Williams,,5665353891,141,79.1,5665353897,213,1.18,5665353889,140,66.7,5665353887,56,Left,5665353893,212,17.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803546785,400,1,2,46,3,ck22dnk93ng8ax7wonlff7yms,1,70.3,83.6,2025-04-20T00:11:41.438Z,2025-04-20T00:11:43Z,2l6v8ab245wzmb1litvkir1ii,G. Gibert,,5665354063,56,Center,5665354077,213,5.69,5665354069,141,70.8,5665354073,212,15.5,5665354067,140,82.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803546841,401,1,2,46,4,ck22dnk93ng8ax7wonlff7yms,1,82.6,70.8,2025-04-20T00:11:42.669Z,2025-04-20T01:06:08Z,chiwsyjdyk4sn4vxqu9mdr0x6,Braudílio Rodrigues,,5665354351,56,Left,5665354359,213,0.67,5665354357,212,14.7,5665354355,141,84.2,5665354353,140,93.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803546851,402,3,2,46,8,ck22dnk93ng8ax7wonlff7yms,0,92.1,82.8,2025-04-20T00:11:46.325Z,2025-04-20T01:54:40Z,2wj1w4opn7f0jyz1ps6ebvc6i,K. Sargeant,,5665354629,233,422,5665354395,286,,5665354393,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803546879,422,7,2,46,8,kfq8fhwnmycbtad1u0fyefx0,1,7.9,17.2,2025-04-20T00:11:46.326Z,2025-04-20T01:54:40Z,9ij293r1mbtygl6v3u2s43i3u,M. Lyons,,5665354541,285,,5665354599,233,402,5665354539,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803546927,424,1,2,46,11,kfq8fhwnmycbtad1u0fyefx0,1,12.5,16.4,2025-04-20T00:11:49.462Z,2025-04-20T00:11:51Z,9ij293r1mbtygl6v3u2s43i3u,M. Lyons,,5665354795,213,5.73,5665354793,212,5.1,5665354787,56,Back,5665354791,141,12.5,5665354789,140,16.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803546955,403,45,2,46,13,ck22dnk93ng8ax7wonlff7yms,0,81.9,90.1,2025-04-20T00:11:51.304Z,2025-04-20T01:54:42Z,2l6v8ab245wzmb1litvkir1ii,G. Gibert,,5665354939,56,Left,5665355073,233,425,5665354941,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803546967,425,3,2,46,13,kfq8fhwnmycbtad1u0fyefx0,1,18.1,9.9,2025-04-20T00:11:51.304Z,2025-04-20T01:54:42Z,ewibb8s7p2l6f5sekvkqu4a5m,A. Rebollar,,5665355033,233,403,5665355005,285,,5665355003,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803547093,426,1,2,46,16,kfq8fhwnmycbtad1u0fyefx0,1,28.7,12.5,2025-04-20T00:11:53.720Z,2025-04-20T00:12:02Z,ewibb8s7p2l6f5sekvkqu4a5m,A. Rebollar,,5665355679,212,17.9,5665355675,141,26.2,5665355673,140,43.3,5665355683,213,0.55,5665355671,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803547095,427,50,2,46,24,kfq8fhwnmycbtad1u0fyefx0,1,67.0,25.0,2025-04-20T00:12:02.327Z,2025-04-20T00:12:16Z,5gc4aouty93b7kbin9cpgrdre,A. Søjberg,,5665356409,233,404,5665355703,286,,5665355701,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803547213,404,7,2,46,24,ck22dnk93ng8ax7wonlff7yms,0,33.0,75.0,2025-04-20T00:12:02.328Z,2025-04-20T00:12:15Z,2yflerah2shma2hzhm99msez9,S. Williams,,5665356349,56,Back,5665356363,233,427,5665356351,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803547203,428,1,2,46,29,kfq8fhwnmycbtad1u0fyefx0,1,65.5,51.0,2025-04-20T00:12:06.936Z,2025-04-20T00:12:10Z,9x7teazvqgbnj3pnam6rf2xgp,W. Fonguck,,5665356261,56,Center,5665356269,213,4.97,5665356267,212,18.0,5665356265,141,25.3,5665356263,140,69.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803547219,429,1,2,46,32,kfq8fhwnmycbtad1u0fyefx0,1,70.0,25.3,2025-04-20T00:12:10.471Z,2025-04-20T00:12:12Z,ewibb8s7p2l6f5sekvkqu4a5m,A. Rebollar,,5665356391,213,3.91,5665356383,56,Right,5665356389,212,8.4,5665356387,141,16.7,5665356385,140,64.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803547247,430,1,2,46,34,kfq8fhwnmycbtad1u0fyefx0,1,63.1,18.5,2025-04-20T00:12:12.032Z,2025-04-20T00:12:13Z,9ij293r1mbtygl6v3u2s43i3u,M. Lyons,,5665356557,212,8.3,5665356559,213,2.21,5665356547,56,Center,5665356549,140,58.4,5665356551,141,28.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803547283,431,1,2,46,35,kfq8fhwnmycbtad1u0fyefx0,1,57.8,28.2,2025-04-20T00:12:13.576Z,2025-04-20T00:12:16Z,a8ngovgs2qfu5udzb97kelg16,E. Bryant,,5665356723,140,46.6,5665356721,56,Back,5665356729,213,2.18,5665356725,141,53.1,5665356727,212,20.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803547329,432,1,2,46,38,kfq8fhwnmycbtad1u0fyefx0,1,46.1,55.5,2025-04-20T00:12:15.808Z,2025-04-20T00:12:18Z,1j010cibh247p8kjchww6ny3u,N. Gordon,,5665356941,140,55.7,5665356939,56,Center,5665356949,213,0.96,5665356947,212,17.6,5665356943,141,76.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803547387,433,1,2,46,40,kfq8fhwnmycbtad1u0fyefx0,1,55.7,76.7,2025-04-20T00:12:18.288Z,2025-04-20T00:12:22Z,b32tamno8dpk5te2oq7d9a6t,C. Guzmán,,5665357259,56,Back,5665357267,213,3.73,5665357265,212,22.3,5665357261,140,38.1,5665357263,141,58.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803547477,434,1,2,46,44,kfq8fhwnmycbtad1u0fyefx0,1,38.3,62.3,2025-04-20T00:12:22.624Z,2025-04-20T00:12:31Z,1j010cibh247p8kjchww6ny3u,N. Gordon,,5665357809,56,Back,5665357811,140,11.7,5665357813,141,46.0,5665357817,213,3.52,5665357815,212,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803547489,435,1,2,46,53,kfq8fhwnmycbtad1u0fyefx0,0,12.8,44.5,2025-04-20T00:12:31.551Z,2025-04-20T00:12:33Z,isauuse3yqdwymvfne6ci385,Nico Campuzano,,5665357889,213,5.34,5665357887,212,38.7,5665357885,141,0.0,5665357883,140,34.4,5665357891,1,,5665357881,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803547651,405,5,2,46,55,ck22dnk93ng8ax7wonlff7yms,1,66.5,101.6,2025-04-20T00:12:32.845Z,2025-04-20T01:53:55Z,1b9b97pxox77ia41cilqqm4iy,Nick Firmino,,5665358807,233,436,5665358773,56,Left,5665358775,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803547499,436,5,2,46,55,kfq8fhwnmycbtad1u0fyefx0,0,33.5,-1.6,2025-04-20T00:12:32.845Z,2025-04-20T01:53:55Z,isauuse3yqdwymvfne6ci385,Nico Campuzano,,5665357929,347,,5665358851,233,405,5665357927,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803547685,406,1,2,47,5,ck22dnk93ng8ax7wonlff7yms,1,64.8,100.0,2025-04-20T00:12:43.396Z,2025-04-20T00:12:46Z,2wj1w4opn7f0jyz1ps6ebvc6i,K. Sargeant,,5665359025,141,90.9,5665359007,107,,5665359035,213,3.73,5665359013,56,Left,5665359031,212,13.0,5665359019,140,54.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
