id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/9/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/13/value,qualifier/12/value
2808752583,118,61,1,3,4,2rdnn9p03qrmmv34tyx1nahpa,1,70.9,60.3,2025-05-02T15:03:18.595Z,2025-05-02T15:10:26Z,5msckfem6wvr8h2egmxqgn5zo,J. Kanga,,,5694138785,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808750743,31,1,1,3,6,duspptyvnr5kpx2iko5gerhnz,1,40.1,32.8,2025-05-02T15:03:21.218Z,2025-05-02T15:03:23Z,9ka422rjynvrx4kofh5q8ivop,A. Räisänen,,,5694128193,56,Back,5694128199,212,11.8,5694128195,140,29.6,5694128201,213,3.51,5694128197,141,26.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808750751,32,1,1,3,8,duspptyvnr5kpx2iko5gerhnz,1,31.8,21.8,2025-05-02T15:03:23.187Z,2025-05-02T15:03:25Z,bqc4ov50nt2cguo0rrxw2a02x,T. Reid,,,5694128253,212,11.4,5694128255,213,4.38,5694128251,141,5.9,5694128249,140,28.3,5694128247,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808750773,33,3,1,3,11,duspptyvnr5kpx2iko5gerhnz,1,34.0,11.6,2025-05-02T15:03:25.250Z,2025-05-02T15:52:54Z,72d57i3mfqxtbsmm196kdv0fd,T. Dekker,,,5694128363,233,39,5694128391,286,,5694128349,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808750753,39,45,1,3,11,2rdnn9p03qrmmv34tyx1nahpa,0,66.0,88.4,2025-05-02T15:03:25.250Z,2025-05-02T15:52:54Z,enc30jhvcxxy3c53muws4gbje,O. Jukkola,,,5694128373,233,33,5694192119,285,,5694128259,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808750775,34,4,1,3,15,duspptyvnr5kpx2iko5gerhnz,1,35.0,6.4,2025-05-02T15:03:29.399Z,2025-05-02T15:03:33Z,72d57i3mfqxtbsmm196kdv0fd,T. Dekker,,,5694128395,56,Back,5694128407,233,40,5694128397,152,,5694128411,286,,5694128399,265,,5694128393,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808750771,40,4,1,3,15,2rdnn9p03qrmmv34tyx1nahpa,0,65.0,93.6,2025-05-02T15:03:29.400Z,2025-05-02T15:03:34Z,5msckfem6wvr8h2egmxqgn5zo,J. Kanga,,,5694128357,152,,5694128359,265,,5694128353,13,,5694128355,56,Left,5694128417,233,34,5694128361,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808750873,35,1,1,3,29,duspptyvnr5kpx2iko5gerhnz,0,35.3,3.1,2025-05-02T15:03:43.571Z,2025-05-02T15:03:47Z,bqc4ov50nt2cguo0rrxw2a02x,T. Reid,,,5694128767,141,26.4,5694128765,140,90.7,5694128757,5,,5694128771,213,0.27,5694128761,152,,5694128759,155,,5694128773,1,,5694128769,212,60.3,5694128763,56,,,Center,,,,,,,,,,,,,,,,,,,,,,
2808750877,41,59,1,3,34,2rdnn9p03qrmmv34tyx1nahpa,1,11.8,70.2,2025-05-02T15:03:48.391Z,2025-05-02T15:03:49Z,a6c8kxkcb77ldh3dpondvd2sq,F. Krkalić,,,5694128789,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808750931,44,1,1,3,46,2rdnn9p03qrmmv34tyx1nahpa,0,11.4,59.6,2025-05-02T15:04:00.951Z,2025-05-02T15:04:02Z,a6c8kxkcb77ldh3dpondvd2sq,F. Krkalić,,,5694129137,141,56.4,5694129133,140,12.6,5694129129,56,Back,5694129145,213,5.24,5694129141,212,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808750953,45,4,1,3,51,2rdnn9p03qrmmv34tyx1nahpa,1,23.2,46.2,2025-05-02T15:04:05.457Z,2025-05-02T15:04:11Z,a30y638aa4uo6vudqgrcjvpat,J. Veteli,,,5694129219,13,,5694129229,233,36,5694129223,56,Back,5694129227,285,,5694129225,152,,5694129221,295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808750951,36,4,1,3,51,duspptyvnr5kpx2iko5gerhnz,0,76.8,53.8,2025-05-02T15:04:05.458Z,2025-05-02T15:04:10Z,ec7y1s97xpoab87z786zt0r56,M. Fall,,,5694129187,13,,5694129237,233,45,5694129193,152,,5694129189,295,,5694129191,56,Center,5694129195,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808751015,46,1,1,4,10,2rdnn9p03qrmmv34tyx1nahpa,1,34.2,49.7,2025-05-02T15:04:24.528Z,2025-05-02T15:12:56Z,74od0bd25ox7cv2sfmebf72s5,A. Popovitš,,,5694129593,140,16.7,5694129599,213,2.54,5694129587,5,,5694129597,212,22.2,5694129595,141,68.1,5694129629,189,,5694129591,56,Back,5694129589,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808751035,47,1,1,4,17,2rdnn9p03qrmmv34tyx1nahpa,1,14.0,64.4,2025-05-02T15:04:31.775Z,2025-05-02T15:13:08Z,1vt9w739g9cui1qrjhld5jgt1,S. Väisänen,,,5694129739,189,,5694129725,213,1.04,5694129715,56,Back,5694129717,140,23.5,5694129721,212,19.8,5694129719,141,89.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808751049,48,43,1,4,20,2rdnn9p03qrmmv34tyx1nahpa,1,0.0,0.0,2025-05-02T15:04:34.463Z,2025-05-02T15:13:12Z,1vt9w739g9cui1qrjhld5jgt1,S. Väisänen,,,5694129807,140,30.6,5694129811,141,86.2,5694129815,212,17.4,5694143019,144,1,5694129817,213,1.37,5694129803,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808751053,49,1,1,4,21,2rdnn9p03qrmmv34tyx1nahpa,1,30.6,86.2,2025-05-02T15:04:35.928Z,2025-05-02T15:13:31Z,cpxcd9wihjrac0ttpvfzv5kkq,M. Rale,,,5694129837,141,67.3,5694129833,56,Back,5694129839,212,13.1,5694129835,140,28.3,5694129841,213,4.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808751063,50,1,1,4,22,2rdnn9p03qrmmv34tyx1nahpa,1,28.3,67.3,2025-05-02T15:04:36.944Z,2025-05-02T15:04:38Z,1vt9w739g9cui1qrjhld5jgt1,S. Väisänen,,,5694129871,56,Back,5694129877,212,28.3,5694129873,140,23.8,5694129879,213,4.54,5694129875,141,26.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808751073,51,1,1,4,23,2rdnn9p03qrmmv34tyx1nahpa,1,23.8,26.2,2025-05-02T15:04:38.087Z,2025-05-02T15:04:40Z,2ds2jprriwxkden7xw0pvhe51,T. Miettunen,,,5694129963,213,0.59,5694129959,141,34.3,5694129961,212,9.9,5694129957,140,31.6,5694129955,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808751087,52,1,1,4,26,2rdnn9p03qrmmv34tyx1nahpa,1,33.4,38.2,2025-05-02T15:04:40.504Z,2025-05-02T15:13:44Z,8r3xgvgtysw3a026rrhebyxre,M. Stjopin,,,5694130059,213,1.35,5694130055,141,67.9,5694130053,140,37.8,5694130057,212,20.7,5694130051,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808751093,53,1,1,4,32,2rdnn9p03qrmmv34tyx1nahpa,1,62.2,74.5,2025-05-02T15:04:46.815Z,2025-05-02T15:04:52Z,cpxcd9wihjrac0ttpvfzv5kkq,M. Rale,,,5694130101,141,90.0,5694130103,212,14.2,5694130105,213,0.84,5694130097,56,Left,5694130099,140,71.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808751097,54,1,1,4,37,2rdnn9p03qrmmv34tyx1nahpa,1,80.0,86.3,2025-05-02T15:04:51.998Z,2025-05-02T15:04:53Z,enc30jhvcxxy3c53muws4gbje,O. Jukkola,,,5694130113,141,73.3,5694130109,56,Center,5694130117,213,4.22,5694130115,212,10.0,5694130111,140,75.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808751101,55,1,1,4,38,2rdnn9p03qrmmv34tyx1nahpa,0,75.5,73.3,2025-05-02T15:04:52.992Z,2025-05-02T15:04:53Z,a30y638aa4uo6vudqgrcjvpat,J. Veteli,,,5694130141,56,Center,5694130143,140,87.8,5694130149,213,6.13,5694130145,141,70.3,5694130147,212,13.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808751115,37,8,1,4,40,duspptyvnr5kpx2iko5gerhnz,1,15.3,28.9,2025-05-02T15:04:55.059Z,2025-05-02T15:04:55Z,72d57i3mfqxtbsmm196kdv0fd,T. Dekker,,,5694130223,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808751141,38,12,1,4,43,duspptyvnr5kpx2iko5gerhnz,1,26.7,31.5,2025-05-02T15:04:57.587Z,2025-05-02T15:14:01Z,80mvshlrrlu5vt41gkruwn8fe,Y. El Ouatki,,,5694130349,56,Center,5694130351,140,72.7,5694130353,141,66.7,5694130355,212,53.9,5694130357,213,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808751147,39,44,1,4,46,duspptyvnr5kpx2iko5gerhnz,1,64.7,54.6,2025-05-02T15:05:00.416Z,2025-05-02T15:52:56Z,6zw6j1zpm7vs8zkx5z6enqpgq,M. Borchers,,,5694130391,233,56,5694130377,286,,5694130375,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808751137,56,44,1,4,46,2rdnn9p03qrmmv34tyx1nahpa,0,35.3,45.4,2025-05-02T15:05:00.417Z,2025-05-02T15:52:56Z,1vt9w739g9cui1qrjhld5jgt1,S. Väisänen,,,5694130331,56,Back,5694130333,285,,5694130415,233,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808751151,40,61,1,4,46,duspptyvnr5kpx2iko5gerhnz,0,72.7,66.7,2025-05-02T15:05:01.064Z,2025-05-02T15:39:45Z,6zw6j1zpm7vs8zkx5z6enqpgq,M. Borchers,,,5694130389,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808751157,57,1,1,4,51,2rdnn9p03qrmmv34tyx1nahpa,1,34.7,26.7,2025-05-02T15:05:05.320Z,2025-05-02T15:14:31Z,2ds2jprriwxkden7xw0pvhe51,T. Miettunen,,,5694144811,189,,5694130451,140,48.5,5694130455,212,25.8,5694130457,213,0.97,5694130449,56,Back,5694130453,141,58.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808751161,58,1,1,4,53,2rdnn9p03qrmmv34tyx1nahpa,1,52.9,61.5,2025-05-02T15:05:07.784Z,2025-05-02T15:05:10Z,a30y638aa4uo6vudqgrcjvpat,J. Veteli,,,5694130475,140,58.7,5694130479,212,10.0,5694130473,56,Center,5694130477,141,73.2,5694130481,213,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808751177,59,1,1,4,55,2rdnn9p03qrmmv34tyx1nahpa,1,62.6,78.1,2025-05-02T15:05:10.192Z,2025-05-02T15:05:14Z,5msckfem6wvr8h2egmxqgn5zo,J. Kanga,,,5694130571,56,Left,5694130575,141,92.1,5694130579,213,0.86,5694130573,140,70.4,5694130577,212,12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808751183,60,1,1,4,59,2rdnn9p03qrmmv34tyx1nahpa,1,70.5,91.8,2025-05-02T15:05:13.992Z,2025-05-02T15:05:16Z,enc30jhvcxxy3c53muws4gbje,O. Jukkola,,,5694130609,140,66.7,5694130607,56,Center,5694130611,141,78.2,5694130615,213,4.31,5694130613,212,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808751197,61,1,1,5,1,2rdnn9p03qrmmv34tyx1nahpa,1,66.7,78.2,2025-05-02T15:05:16.079Z,2025-05-02T15:05:18Z,a30y638aa4uo6vudqgrcjvpat,J. Veteli,,,5694130701,56,Back,5694130707,212,21.6,5694130705,141,64.0,5694130709,213,3.61,5694130703,140,48.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808751221,62,1,1,5,3,2rdnn9p03qrmmv34tyx1nahpa,1,48.2,64.0,2025-05-02T15:05:18.064Z,2025-05-02T15:05:21Z,1vt9w739g9cui1qrjhld5jgt1,S. Väisänen,,,5694130779,141,89.0,5694130781,212,20.1,5694130783,213,1.01,5694130777,140,58.4,5694130775,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808751235,63,1,1,5,7,2rdnn9p03qrmmv34tyx1nahpa,1,59.9,89.7,2025-05-02T15:05:21.440Z,2025-05-02T15:05:24Z,cpxcd9wihjrac0ttpvfzv5kkq,M. Rale,,,5694130869,141,77.3,5694130873,213,3.74,5694130871,212,15.0,5694130865,56,Back,5694130867,140,48.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808751249,64,1,1,5,10,2rdnn9p03qrmmv34tyx1nahpa,1,48.1,77.3,2025-05-02T15:05:24.512Z,2025-05-02T15:05:28Z,1vt9w739g9cui1qrjhld5jgt1,S. Väisänen,,,5694130931,213,5.00,5694130929,212,30.2,5694130923,56,Center,5694130927,141,34.8,5694130925,140,56.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808751265,65,1,1,5,13,2rdnn9p03qrmmv34tyx1nahpa,1,60.1,23.3,2025-05-02T15:05:28.128Z,2025-05-02T15:05:32Z,8r3xgvgtysw3a026rrhebyxre,M. Stjopin,,,5694131027,213,5.58,5694131025,212,7.2,5694131021,140,65.3,5694131023,141,16.5,5694131019,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808751269,66,1,1,5,17,2rdnn9p03qrmmv34tyx1nahpa,0,69.0,11.1,2025-05-02T15:05:32.224Z,2025-05-02T15:05:33Z,7hr8mxix88otsvgitsv184g0k,M. Söderbäck,,,5694131041,213,2.49,5694131039,212,5.0,5694131035,140,65.2,5694131033,56,Right,5694131037,141,15.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808751275,41,8,1,5,19,duspptyvnr5kpx2iko5gerhnz,1,36.0,84.7,2025-05-02T15:05:33.923Z,2025-05-02T15:05:34Z,ec7y1s97xpoab87z786zt0r56,M. Fall,,,5694131063,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808751277,67,61,1,5,20,2rdnn9p03qrmmv34tyx1nahpa,1,66.2,15.9,2025-05-02T15:05:34.663Z,2025-05-02T15:05:34Z,8r3xgvgtysw3a026rrhebyxre,M. Stjopin,,,5694131073,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808751293,43,1,1,5,21,duspptyvnr5kpx2iko5gerhnz,1,34.4,92.0,2025-05-02T15:05:35.747Z,2025-05-02T15:05:37Z,eaa9sktij53071abummj4pkwk,A. Cicale,,,5694131131,140,29.0,5694131135,212,6.0,5694131129,56,Back,5694131137,213,3.49,5694131133,141,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808751297,44,1,1,5,23,duspptyvnr5kpx2iko5gerhnz,0,27.4,89.6,2025-05-02T15:05:37.778Z,2025-05-02T15:05:38Z,7zztpnbw4cfyw6q231nqy8nv9,M. Niemi,,,5694131165,213,5.56,5694131157,141,71.2,5694131167,1,,5694131155,140,41.0,5694131161,212,19.0,5694131151,157,,5694131153,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808751309,69,1,1,5,25,2rdnn9p03qrmmv34tyx1nahpa,1,61.5,41.2,2025-05-02T15:05:39.389Z,2025-05-02T15:05:40Z,a30y638aa4uo6vudqgrcjvpat,J. Veteli,,,5694131199,213,5.56,5694131193,140,67.7,5694131197,212,8.7,5694131195,141,32.7,5694131191,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808751337,70,1,1,5,25,2rdnn9p03qrmmv34tyx1nahpa,1,67.7,32.7,2025-05-02T15:05:40.216Z,2025-05-02T15:05:54Z,8r3xgvgtysw3a026rrhebyxre,M. Stjopin,1.0,,5694131277,140,70.2,5694131491,210,15,5694131275,56,Center,5694131283,213,1.40,5694131279,141,54.6,5694131281,212,15.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808751341,71,15,1,5,30,2rdnn9p03qrmmv34tyx1nahpa,1,72.1,54.2,2025-05-02T15:05:44.633Z,2025-05-03T10:52:35Z,5msckfem6wvr8h2egmxqgn5zo,J. Kanga,,,5694131511,146,96.5,5694131507,102,51.9,5694131533,233,45,5694131501,29,,5694131421,72,,5694131509,103,14.6,5694131503,55,70,5694131513,147,50.4,5694146259,121,5694131499,76,,5694131293,56,Center,5694131291,18,5694131289,22,,,,,,,,,,,,,,,
2808751349,45,10,1,5,30,duspptyvnr5kpx2iko5gerhnz,1,1.7,50.9,2025-05-02T15:05:44.733Z,2025-05-02T15:15:06Z,45kijyqwuvgoc6hx51yueyeol,T. Marttinen,,,5694145697,174,,5694131363,56,Back,5694131545,233,71,5694145699,381,,5694131427,179,,5694131361,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808751419,47,1,1,5,56,duspptyvnr5kpx2iko5gerhnz,1,11.9,43.6,2025-05-02T15:06:10.707Z,2025-05-02T15:06:13Z,45kijyqwuvgoc6hx51yueyeol,T. Marttinen,,,5694131835,123,,5694131837,56,Back,5694131843,212,19.3,5694131841,141,63.6,5694131839,140,25.0,5694131845,213,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808751453,48,1,1,5,58,duspptyvnr5kpx2iko5gerhnz,1,24.5,59.9,2025-05-02T15:06:13.139Z,2025-05-02T15:06:19Z,1zud0qdtf6c6wzkgqhz6b94a1,M. Haukioja,,,5694132031,140,25.9,5694132037,213,4.78,5694132035,212,21.9,5694132029,56,Back,5694132033,141,27.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808751469,49,1,1,6,4,duspptyvnr5kpx2iko5gerhnz,1,43.6,10.6,2025-05-02T15:06:19.218Z,2025-05-02T15:06:22Z,bqc4ov50nt2cguo0rrxw2a02x,T. Reid,,,5694132157,212,9.6,5694132159,213,5.75,5694132155,141,3.4,5694132153,140,51.5,5694132151,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808751483,50,1,1,6,8,duspptyvnr5kpx2iko5gerhnz,0,54.9,2.9,2025-05-02T15:06:22.594Z,2025-05-02T15:06:25Z,72d57i3mfqxtbsmm196kdv0fd,T. Dekker,,,5694132219,1,,5694132213,141,58.2,5694132209,56,Center,5694132217,213,0.80,5694132215,212,52.3,5694132211,140,89.5,5694132207,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808751521,73,1,1,6,15,2rdnn9p03qrmmv34tyx1nahpa,1,13.3,44.2,2025-05-02T15:06:29.593Z,2025-05-02T15:06:31Z,a6c8kxkcb77ldh3dpondvd2sq,F. Krkalić,,,5694132409,213,5.41,5694132403,140,21.4,5694132399,123,,5694132407,212,13.2,5694132405,141,29.4,5694132401,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808751525,74,1,1,6,17,2rdnn9p03qrmmv34tyx1nahpa,1,21.6,29.4,2025-05-02T15:06:31.753Z,2025-05-02T15:06:34Z,2ds2jprriwxkden7xw0pvhe51,T. Miettunen,,,5694132425,56,Back,5694132433,213,2.04,5694132427,140,13.4,5694132431,212,19.1,5694132429,141,54.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808751533,75,1,1,6,19,2rdnn9p03qrmmv34tyx1nahpa,1,13.2,54.5,2025-05-02T15:06:34.144Z,2025-05-02T15:06:37Z,a6c8kxkcb77ldh3dpondvd2sq,F. Krkalić,,,5694132515,213,4.58,5694132513,212,26.3,5694132511,141,16.2,5694132507,56,Back,5694132509,140,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808751555,76,1,1,6,22,2rdnn9p03qrmmv34tyx1nahpa,0,10.2,15.0,2025-05-02T15:06:37.137Z,2025-05-02T15:06:41Z,2ds2jprriwxkden7xw0pvhe51,T. Miettunen,,,5694132631,157,,5694132641,213,6.21,5694132633,56,Right,5694132639,212,57.9,5694132635,140,65.2,5694132637,141,8.6,5694132643,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808751563,51,1,1,6,27,duspptyvnr5kpx2iko5gerhnz,1,45.3,89.6,2025-05-02T15:06:41.507Z,2025-05-02T15:06:44Z,7zztpnbw4cfyw6q231nqy8nv9,M. Niemi,,,5694132673,3,,5694132679,141,88.7,5694132681,212,26.0,5694132683,213,6.26,5694132675,56,Left,5694132677,140,70.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808751569,52,1,1,6,30,duspptyvnr5kpx2iko5gerhnz,1,70.1,88.7,2025-05-02T15:06:44.708Z,2025-05-02T15:06:45Z,80mvshlrrlu5vt41gkruwn8fe,Y. El Ouatki,,,5694132713,141,73.8,5694132709,56,Center,5694132717,213,4.99,5694132715,212,10.5,5694132707,168,,5694132705,3,,5694132711,140,72.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808751579,53,1,1,6,31,duspptyvnr5kpx2iko5gerhnz,1,72.9,73.8,2025-05-02T15:06:45.538Z,2025-05-02T15:06:47Z,ec7y1s97xpoab87z786zt0r56,M. Fall,,,5694132773,140,65.1,5694132779,213,3.62,5694132775,141,67.5,5694132777,212,9.2,5694132771,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808751587,54,1,1,6,32,duspptyvnr5kpx2iko5gerhnz,0,65.1,71.7,2025-05-02T15:06:46.682Z,2025-05-02T15:06:52Z,9ka422rjynvrx4kofh5q8ivop,A. Räisänen,,,5694132817,213,1.10,5694132815,212,23.2,5694132813,141,100.0,5694132811,140,75.2,5694132809,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808751589,55,5,1,6,33,duspptyvnr5kpx2iko5gerhnz,0,71.8,101.8,2025-05-02T15:06:47.289Z,2025-05-02T15:53:02Z,9ka422rjynvrx4kofh5q8ivop,A. Räisänen,,,5694132821,347,,5694132875,233,77,5694132819,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808751577,77,5,1,6,33,2rdnn9p03qrmmv34tyx1nahpa,1,28.2,-1.8,2025-05-02T15:06:47.289Z,2025-05-02T15:53:02Z,7hr8mxix88otsvgitsv184g0k,M. Söderbäck,,,5694132769,347,,5694132833,233,55,5694132767,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808751633,78,1,1,6,40,2rdnn9p03qrmmv34tyx1nahpa,0,33.8,0.0,2025-05-02T15:06:54.968Z,2025-05-02T15:06:56Z,2ds2jprriwxkden7xw0pvhe51,T. Miettunen,,,5694133063,56,Back,5694133069,212,12.0,5694133065,140,38.7,5694133067,141,14.3,5694133061,107,,5694133071,213,1.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808751637,56,8,1,6,43,duspptyvnr5kpx2iko5gerhnz,1,63.2,85.7,2025-05-02T15:06:57.331Z,2025-05-02T15:06:57Z,eaa9sktij53071abummj4pkwk,A. Cicale,,,5694133081,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808751649,58,1,1,6,43,duspptyvnr5kpx2iko5gerhnz,0,63.2,85.7,2025-05-02T15:06:58.082Z,2025-05-02T15:07:01Z,eaa9sktij53071abummj4pkwk,A. Cicale,,,5694133113,213,0.03,5694133111,212,29.2,5694133107,140,91.0,5694133109,141,86.9,5694133105,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808751665,80,1,1,6,45,2rdnn9p03qrmmv34tyx1nahpa,1,17.9,13.7,2025-05-02T15:06:59.856Z,2025-05-02T15:07:03Z,2ds2jprriwxkden7xw0pvhe51,T. Miettunen,,,5694133193,213,2.03,5694133187,140,6.6,5694133185,56,Back,5694133191,212,26.7,5694133189,141,48.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808751689,81,1,1,6,48,2rdnn9p03qrmmv34tyx1nahpa,1,7.1,45.2,2025-05-02T15:07:03.209Z,2025-05-02T15:07:08Z,a6c8kxkcb77ldh3dpondvd2sq,F. Krkalić,,,5694133331,56,Back,5694133333,140,22.0,5694133339,213,1.02,5694133335,141,83.0,5694133337,212,30.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808751701,82,1,1,6,50,2rdnn9p03qrmmv34tyx1nahpa,1,44.5,88.0,2025-05-02T15:07:04.497Z,2025-05-02T15:16:55Z,cpxcd9wihjrac0ttpvfzv5kkq,M. Rale,,,5694133421,140,60.3,5694133425,212,16.9,5694133427,213,6.09,5694133419,56,Left,5694133423,141,83.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808751703,83,61,1,6,51,2rdnn9p03qrmmv34tyx1nahpa,0,60.3,83.3,2025-05-02T15:07:06.129Z,2025-05-02T15:17:33Z,7wysiv77u3wt6pk31uzzl7dre,T. Hytönen,,,5694133433,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808754217,157,83,1,6,52,2rdnn9p03qrmmv34tyx1nahpa,1,61.7,70.7,2025-05-02T15:07:06.757Z,2025-05-02T15:17:30Z,7wysiv77u3wt6pk31uzzl7dre,T. Hytönen,,,5694149049,399,9ka422rjynvrx4kofh5q8ivop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808754219,120,61,1,6,52,duspptyvnr5kpx2iko5gerhnz,1,44.0,19.9,2025-05-02T15:07:06.955Z,2025-05-02T15:17:21Z,9ka422rjynvrx4kofh5q8ivop,A. Räisänen,,,5694148809,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
